CompYearlyUSD,Country,EdLevelSimplified,YearsCodeNum,Employment,DevTypePrimary,RemoteCategory,SalaryLog10
73292.0,South Africa,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.0,Employed,Data scientist,Hybrid-InPerson,4.865056572929457
58007.0,France,Less than secondary,15.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,4.7634804052514905
115720.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,"Independent contractor, freelancer, or self-employed","Developer, front-end",,5.063408424975945
104829.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,"Developer, back-end",Hybrid-Flexible,5.020481442931405
14934.0,Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,Employed,"Developer, full-stack",In-person,4.174176146992237
140378.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,"Independent contractor, freelancer, or self-employed","Developer, back-end",,5.1472990506196385
60038.0,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,Employed,"Developer, QA or test",Hybrid-InPerson,4.778426216492103
160000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, full-stack",Hybrid-InPerson,5.204119982655925
116015.0,Ireland,Some college,33.0,Employed,Academic researcher,In-person,5.064514144365488
121815.0,Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,Employed,"Developer, embedded applications or devices",Hybrid-Flexible,5.08570076954585
94846.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Employed,"Developer, full-stack",Remote,4.977019019836609
100000.0,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, back-end",Remote,5.0
47375.0,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, back-end",Hybrid-InPerson,4.675549222976128
168000.0,United States of America,Some college,9.0,Employed,DevOps engineer or professional,Remote,5.225309281725863
110214.0,Switzerland,Some college,35.0,Employed,"Developer, full-stack",Remote,5.042236764539039
95299.0,United Kingdom of Great Britain and Northern Ireland,Some college,13.0,Employed,"Developer, back-end",Hybrid-Flexible,4.9790883434844915
87011.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Employed,"Developer, back-end",Hybrid-InPerson,4.939574159944101
33428.0,China,Some college,10.0,Employed,Academic researcher,Hybrid-InPerson,4.524110393495136
174022.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, back-end",Remote,5.240604155608082
174022.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,5.240604155608082
7000.0,Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Employed,"Developer, back-end",Remote,3.845098040014257
190598.0,United Kingdom of Great Britain and Northern Ireland,Some college,45.0,Employed,Applied scientist,Remote,5.280118339148473
91000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,Employed,Data scientist,Remote,4.959041392321094
4000.0,Cyprus,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.0,Employed,Cybersecurity or InfoSec professional,Remote,3.6020599913279625
98612.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Employed,Data engineer,Hybrid-Choice,4.993929767037324
116640.0,Denmark,Some college,45.0,"Independent contractor, freelancer, or self-employed","Founder, technology or otherwise",,5.0668475109739
58007.0,Greece,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.0,Employed,Data scientist,In-person,4.7634804052514905
95427.0,Chile,Some college,8.0,Employed,Academic researcher,Remote,4.979671270846566
59620.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,"Developer, embedded applications or devices",Hybrid-InPerson,4.775391971696612
25523.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,4.406931720475127
13922.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Employed,Student,Hybrid-Choice,4.143701629424769
1018.0,Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Employed,"Developer, full-stack",Hybrid-InPerson,3.00774777800074
69609.0,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",37.0,Employed,"Architect, software or solutions",Hybrid-Choice,4.842665394749131
102000.0,Uruguay,Some college,18.0,Employed,"Architect, software or solutions",Hybrid-Choice,5.008600171761918
20883.0,Greece,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Employed,"Developer, QA or test",Remote,4.319792888480451
32000.0,Dominican Republic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",41.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",Remote,4.505149978319906
5000.0,Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Employed,"Developer, full-stack",Remote,3.6989700043360187
58114.0,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Employed,Data engineer,In-person,4.764280769056757
198389.0,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,"Developer, back-end",Hybrid-Flexible,5.2975175883235055
28489.0,Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.454677205220384
10922.0,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,"Developer, full-stack",Remote,4.038302172199525
160000.0,United States of America,Some college,20.0,Employed,"Developer, QA or test",Remote,5.204119982655925
25523.0,Italy,Less than secondary,1.0,Employed,"Developer, back-end",In-person,4.406931720475127
81210.0,Germany,Less than secondary,15.0,Employed,"Developer, full-stack",Remote,4.909609510490169
9500.0,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Employed,"Developer, back-end",Remote,3.9777236052888476
225000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Employed,"Developer, mobile",Remote,5.352182518111363
108000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Employed,"Developer, full-stack",Remote,5.033423755486949
8192.0,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,Employed,"Developer, full-stack",Remote,3.9133899436317554
78890.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,Employed,"Developer, back-end",Hybrid-Flexible,4.897021956060363
300000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,Employed,"Architect, software or solutions",Hybrid-InPerson,5.477121254719663
45246.0,Finland,Some college,18.0,Employed,"Developer, embedded applications or devices",Hybrid-InPerson,4.655580191171864
8726.0,Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,Employed,"Developer, full-stack",In-person,3.9408152086508013
38676.0,South Africa,Some college,15.0,Employed,"Developer, full-stack",Hybrid-Choice,4.58744155155996
92812.0,Finland,Some college,19.0,Employed,Cloud infrastructure engineer,Hybrid-Flexible,4.967604131357432
54611.0,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,Employed,Data engineer,Remote,4.737280129117591
132057.0,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,Employed,"Developer, back-end",Hybrid-Flexible,5.12076142698027
150000.0,United States of America,Some college,15.0,Employed,"Developer, mobile",Remote,5.176091259055681
87011.0,France,Some college,30.0,Employed,"Developer, full-stack",Hybrid-InPerson,4.939574159944101
30000.0,Uruguay,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Employed,"Developer, back-end",Remote,4.477121254719663
120000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,"Independent contractor, freelancer, or self-employed","Developer, back-end",,5.079181246047625
122805.0,Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, back-end",Remote,5.08921604944524
85000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,"Developer, full-stack",In-person,4.929418925714293
139218.0,Germany,Some college,12.0,Employed,Applied scientist,Remote,5.143695390413113
170000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",33.0,"Independent contractor, freelancer, or self-employed","Founder, technology or otherwise",,5.230448921378274
10922.0,Brazil,Some college,4.0,Employed,"Developer, front-end",Remote,4.038302172199525
63808.0,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,"Independent contractor, freelancer, or self-employed","Developer, desktop or enterprise applications",Hybrid-Flexible,4.8048751322955425
46406.0,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Employed,"Developer, desktop or enterprise applications",Hybrid-Choice,4.666574135693451
70653.0,Austria,Less than secondary,13.0,Employed,Database administrator or engineer,Hybrid-InPerson,4.8491306071723255
98612.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Employed,"Developer, front-end",Hybrid-InPerson,4.993929767037324
58367.0,Canada,Less than secondary,32.0,Employed,"Developer, full-stack",Remote,4.766167371622161
75410.0,Malta,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Employed,"Developer, full-stack",Hybrid-Choice,4.87742894078822
147000.0,United States of America,Some college,45.0,Employed,Database administrator or engineer,Remote,5.1673173347481764
70794.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Employed,"Developer, back-end",Remote,4.849996451513053
116015.0,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Employed,"Developer, full-stack",Remote,5.064514144365488
75410.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, front-end",Hybrid-Flexible,4.87742894078822
37197.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,Employed,"Architect, software or solutions",Hybrid-InPerson,4.570507914721033
67400.0,Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, embedded applications or devices",Hybrid-Choice,4.82865989653532
98612.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,"Independent contractor, freelancer, or self-employed",Data engineer,,4.993929767037324
49011.0,United Kingdom of Great Britain and Northern Ireland,Some college,30.0,Employed,"Developer, front-end",In-person,4.690293563766482
53367.0,Finland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Employed,"Developer, desktop or enterprise applications",Hybrid-Flexible,4.727272789836275
1162.0,India,Less than secondary,3.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",Remote,3.065206128054312
68924.0,Romania,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,Employed,Project manager,Hybrid-InPerson,4.8383704737602935
190598.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33.0,Employed,DevOps engineer or professional,Hybrid-Flexible,5.280118339148473
135000.0,United States of America,Some college,47.0,Employed,"Developer, full-stack",Remote,5.1303337684950066
40842.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",Remote,4.611107000988242
120000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Employed,"Developer, back-end",Hybrid-InPerson,5.079181246047625
116015.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45.0,Employed,"Architect, software or solutions",Hybrid-InPerson,5.064514144365488
120000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Employed,"Developer, full-stack",Hybrid-InPerson,5.079181246047625
5300.0,Somalia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,Employed,"Architect, software or solutions",In-person,3.724275869600789
94846.0,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",Hybrid-Choice,4.977019019836609
54719.0,Canada,Some college,30.0,Employed,Academic researcher,Hybrid-InPerson,4.738138151971374
38629.0,Philippines,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,Employed,Data scientist,Remote,4.5869134655845505
80000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Employed,"Developer, front-end",Remote,4.903089986991944
129936.0,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,"Independent contractor, freelancer, or self-employed","Developer, embedded applications or devices",Remote,5.113729493146094
500000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",39.0,Employed,Project manager,Hybrid-InPerson,5.698970004336019
1395.0,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.0,Employed,"Developer, front-end",Hybrid-Flexible,3.144574207609616
54295.0,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,Employed,"Developer, desktop or enterprise applications",Hybrid-Flexible,4.734759837463776
170177.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Employed,"Developer, desktop or enterprise applications",Hybrid-InPerson,5.230900863339276
20851.0,Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Employed,"Developer, full-stack",Remote,4.319126888281839
140000.0,United States of America,Some college,34.0,Employed,"Developer, full-stack",Remote,5.146128035678238
63808.0,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,"Senior executive (C-suite, VP, etc.)",Hybrid-Choice,4.8048751322955425
58007.0,Germany,Some college,28.0,Employed,"Developer, full-stack",Remote,4.7634804052514905
57437.0,Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",39.0,Employed,"Developer, back-end",Hybrid-Flexible,4.759191748130646
104822.0,Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Employed,"Developer, back-end",Hybrid-Flexible,5.0204524417687635
35965.0,Slovenia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,Academic researcher,In-person,4.555880064636805
43689.0,Brazil,Some college,13.0,"Independent contractor, freelancer, or self-employed","Developer, back-end",Remote,4.640372104232293
254000.0,United States of America,Some college,30.0,Employed,Applied scientist,Remote,5.4048337166199385
34872.0,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,"Independent contractor, freelancer, or self-employed","Developer, full-stack",,4.542476856009627
46496.0,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27.0,Employed,Project manager,In-person,4.667415592617927
92812.0,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Employed,"Developer, back-end",Hybrid-Flexible,4.967604131357432
100700.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,Employed,"Architect, software or solutions",Remote,5.003029470553618
240000.0,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Employed,Engineering manager,Remote,5.380211241711606
18154.0,Serbia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Employed,"Developer, full-stack",Hybrid-Flexible,4.258972331109386
116015.0,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Employed,Data or business analyst,Hybrid-Choice,5.064514144365488
13099.0,Poland,Less than secondary,7.0,Employed,"Developer, embedded applications or devices",Hybrid-Flexible,4.117238142139819
95299.0,United Kingdom of Great Britain and Northern Ireland,Some college,19.0,Employed,Data scientist,Hybrid-Flexible,4.9790883434844915
195000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28.0,Employed,"Developer, mobile",In-person,5.290034611362518
46406.0,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,"Independent contractor, freelancer, or self-employed","Senior executive (C-suite, VP, etc.)",,4.666574135693451
197225.0,Czech Republic,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,"Independent contractor, freelancer, or self-employed","Developer, back-end",Remote,5.294961964732401
4551.0,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,Employed,Project manager,Hybrid-InPerson,3.658106835506393
120000.0,Guatemala,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Employed,"Architect, software or solutions",Remote,5.079181246047625
5458.0,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Employed,"Architect, software or solutions",Remote,3.7370335313338776
190598.0,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,"Independent contractor, freelancer, or self-employed","Developer, mobile",Remote,5.280118339148473
71279.0,Sweden,Less than secondary,23.0,Employed,"Developer, back-end",Hybrid-Flexible,4.852961598190317
145000.0,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33.0,Employed,Engineering manager,Hybrid-InPerson,5.161368002234975
